image,disease,x,y,w,h
00009779_001.png,Cardiomegaly,0,0,22,21
00009779_001.png,Effusion,74,0,150,136
00009779_001.png,Infiltrate,80,0,144,125
00009779_001.png,Mass,0,0,18,17
00009779_001.png,Nodule,66,0,158,129
00009779_001.png,Pneumonia,0,0,17,17
00009779_001.png,Pneumothorax,72,0,134,115
00009863_058.png,Atelectasis,68,0,156,133
00009863_058.png,Cardiomegaly,74,35,88,143
00009863_058.png,Effusion,69,32,105,69
00009863_058.png,Infiltrate,72,0,117,128
00009863_058.png,Mass,127,64,97,102
00009863_058.png,Nodule,116,58,108,89
00009863_058.png,Pneumonia,69,42,100,115
00009863_058.png,Pneumothorax,98,41,94,97
00009889_018.png,Atelectasis,43,48,89,99
00009889_018.png,Cardiomegaly,0,45,146,128
00009889_018.png,Effusion,41,48,124,134
00009889_018.png,Infiltrate,74,57,124,102
00009889_018.png,Mass,29,44,195,121
00009889_018.png,Nodule,45,53,144,93
00009889_018.png,Pneumonia,34,66,190,107
00009889_018.png,Pneumothorax,30,80,89,90
00010007_168.png,Atelectasis,65,0,159,138
00010007_168.png,Cardiomegaly,110,101,73,86
00010007_168.png,Effusion,73,148,77,76
00010007_168.png,Infiltrate,68,0,125,113
00010007_168.png,Mass,67,0,157,224
00010007_168.png,Nodule,67,0,157,142
00010007_168.png,Pneumonia,63,0,161,148
00010007_168.png,Pneumothorax,0,0,224,224
00010071_008.png,Atelectasis,41,44,110,144
00010071_008.png,Cardiomegaly,33,79,79,117
00010071_008.png,Effusion,48,63,91,161
00010071_008.png,Infiltrate,46,40,101,124
00010071_008.png,Mass,58,42,99,115
00010071_008.png,Nodule,61,51,109,95
00010071_008.png,Pneumonia,39,66,90,115
00010071_008.png,Pneumothorax,43,65,87,107
00010092_018.png,Atelectasis,157,111,67,73
00010092_018.png,Cardiomegaly,87,64,67,84
00010092_018.png,Effusion,106,74,19,17
00010092_018.png,Infiltrate,100,69,30,33
00010092_018.png,Mass,155,114,69,65
00010092_018.png,Nodule,67,61,157,118
00010092_018.png,Pneumonia,103,78,20,43
00010092_018.png,Pneumothorax,161,111,63,76
00010103_014.png,Atelectasis,0,0,26,26
00010103_014.png,Cardiomegaly,0,0,27,26
00010103_014.png,Effusion,51,95,81,73
00010103_014.png,Infiltrate,75,0,68,84
00010103_014.png,Mass,0,0,26,26
00010103_014.png,Nodule,67,29,127,98
00010103_014.png,Pneumonia,0,0,26,26
00010103_014.png,Pneumothorax,0,0,20,20
00010120_010.png,Atelectasis,0,0,18,18
00010120_010.png,Cardiomegaly,0,0,20,20
00010120_010.png,Effusion,56,31,95,107
00010120_010.png,Infiltrate,35,54,119,138
00010120_010.png,Mass,34,94,131,105
00010120_010.png,Nodule,40,80,184,107
00010120_010.png,Pneumonia,36,89,117,100
00010120_010.png,Pneumothorax,0,0,23,22
00010125_004.png,Atelectasis,0,0,23,22
00010125_004.png,Cardiomegaly,117,76,107,95
00010125_004.png,Effusion,38,30,186,91
00010125_004.png,Infiltrate,31,31,128,100
00010125_004.png,Mass,34,55,66,72
00010125_004.png,Nodule,36,45,156,83
00010125_004.png,Pneumonia,28,56,196,94
00010125_004.png,Pneumothorax,34,40,190,109
00010172_001.png,Atelectasis,72,68,79,86
00010172_001.png,Cardiomegaly,85,75,63,80
00010172_001.png,Effusion,74,72,71,100
00010172_001.png,Infiltrate,70,59,70,92
00010172_001.png,Mass,175,68,49,46
00010172_001.png,Nodule,73,54,103,91
00010172_001.png,Pneumonia,73,63,67,87
00010172_001.png,Pneumothorax,0,0,26,25
00010230_001.png,Atelectasis,38,62,186,115
00010230_001.png,Cardiomegaly,31,46,193,99
00010230_001.png,Effusion,38,57,155,115
00010230_001.png,Infiltrate,48,55,155,107
00010230_001.png,Mass,41,71,163,96
00010230_001.png,Nodule,49,64,143,93
00010230_001.png,Pneumonia,38,61,186,108
00010230_001.png,Pneumothorax,62,70,142,109
00010277_000.png,Atelectasis,0,0,20,20
00010277_000.png,Cardiomegaly,0,0,21,21
00010277_000.png,Effusion,136,111,88,87
00010277_000.png,Infiltrate,0,0,22,22
00010277_000.png,Mass,131,74,93,83
00010277_000.png,Nodule,126,72,98,84
00010277_000.png,Pneumonia,0,0,22,22
00010277_000.png,Pneumothorax,0,0,18,18
00010381_000.png,Atelectasis,45,50,118,86
00010381_000.png,Cardiomegaly,108,66,82,85
00010381_000.png,Effusion,60,38,128,99
00010381_000.png,Infiltrate,45,39,106,89
00010381_000.png,Mass,41,66,162,93
00010381_000.png,Nodule,56,43,111,89
00010381_000.png,Pneumonia,40,54,127,96
00010381_000.png,Pneumothorax,47,39,148,114
00010447_018.png,Atelectasis,0,0,23,23
00010447_018.png,Cardiomegaly,0,0,27,26
00010447_018.png,Effusion,0,0,26,27
00010447_018.png,Infiltrate,111,0,35,21
00010447_018.png,Mass,0,0,17,17
00010447_018.png,Nodule,0,0,17,17
00010447_018.png,Pneumonia,0,0,23,23
00010447_018.png,Pneumothorax,0,0,27,26
00010478_012.png,Atelectasis,43,79,101,78
00010478_012.png,Cardiomegaly,92,81,87,84
00010478_012.png,Effusion,45,47,133,106
00010478_012.png,Infiltrate,45,38,117,111
00010478_012.png,Mass,35,60,189,120
00010478_012.png,Nodule,44,61,116,94
00010478_012.png,Pneumonia,44,67,108,90
00010478_012.png,Pneumothorax,39,57,117,99
00010481_021.png,Atelectasis,39,57,185,97
00010481_021.png,Cardiomegaly,63,59,91,88
00010481_021.png,Effusion,51,28,154,81
00010481_021.png,Infiltrate,39,59,89,87
00010481_021.png,Mass,34,75,77,84
00010481_021.png,Nodule,40,69,91,79
00010481_021.png,Pneumonia,34,63,99,94
00010481_021.png,Pneumothorax,42,46,100,90
00010575_002.png,Atelectasis,144,91,80,73
00010575_002.png,Cardiomegaly,0,0,23,22
00010575_002.png,Effusion,133,107,91,71
00010575_002.png,Infiltrate,0,0,19,19
00010575_002.png,Mass,0,0,21,20
00010575_002.png,Nodule,99,51,125,113
00010575_002.png,Pneumonia,0,0,17,17
00010575_002.png,Pneumothorax,144,84,80,87
00010610_003.png,Atelectasis,36,80,78,82
00010610_003.png,Cardiomegaly,34,98,60,75
00010610_003.png,Effusion,38,89,79,65
00010610_003.png,Infiltrate,34,97,66,77
00010610_003.png,Mass,35,95,78,76
00010610_003.png,Nodule,35,93,84,78
00010610_003.png,Pneumonia,34,96,62,82
00010610_003.png,Pneumothorax,36,95,65,65
00010625_014.png,Atelectasis,61,56,129,77
00010625_014.png,Cardiomegaly,80,62,86,82
00010625_014.png,Effusion,77,46,97,81
00010625_014.png,Infiltrate,63,23,107,101
00010625_014.png,Mass,64,58,101,72
00010625_014.png,Nodule,66,51,93,75
00010625_014.png,Pneumonia,71,55,114,78
00010625_014.png,Pneumothorax,74,59,105,80
00010652_000.png,Atelectasis,72,68,132,108
00010652_000.png,Cardiomegaly,88,76,92,93
00010652_000.png,Effusion,54,42,170,124
00010652_000.png,Infiltrate,40,44,184,86
00010652_000.png,Mass,38,50,72,122
00010652_000.png,Nodule,49,44,175,105
00010652_000.png,Pneumonia,44,61,127,103
00010652_000.png,Pneumothorax,52,40,172,140
00010767_007.png,Atelectasis,0,66,100,79
00010767_007.png,Cardiomegaly,0,74,85,82
00010767_007.png,Effusion,0,30,120,123
00010767_007.png,Infiltrate,0,0,184,159
00010767_007.png,Mass,0,48,197,100
00010767_007.png,Nodule,0,0,177,137
00010767_007.png,Pneumonia,0,70,93,82
00010767_007.png,Pneumothorax,0,68,79,84
00010767_008.png,Atelectasis,44,28,105,109
00010767_008.png,Cardiomegaly,64,43,67,85
00010767_008.png,Effusion,43,43,83,124
00010767_008.png,Infiltrate,30,47,137,120
00010767_008.png,Mass,32,45,132,115
00010767_008.png,Nodule,39,53,125,99
00010767_008.png,Pneumonia,45,60,133,98
00010767_008.png,Pneumothorax,27,55,95,85
00010767_016.png,Atelectasis,0,84,101,86
00010767_016.png,Cardiomegaly,0,88,90,82
00010767_016.png,Effusion,21,97,98,95
00010767_016.png,Infiltrate,0,65,104,100
00010767_016.png,Mass,0,78,104,88
00010767_016.png,Nodule,0,62,148,102
00010767_016.png,Pneumonia,0,87,99,82
00010767_016.png,Pneumothorax,0,79,104,87
00010770_000.png,Atelectasis,100,56,124,74
00010770_000.png,Cardiomegaly,86,57,75,80
00010770_000.png,Effusion,88,50,92,75
00010770_000.png,Infiltrate,0,0,17,17
00010770_000.png,Mass,0,0,23,23
00010770_000.png,Nodule,73,49,85,74
00010770_000.png,Pneumonia,0,0,18,18
00010770_000.png,Pneumothorax,0,0,27,26
00010805_049.png,Atelectasis,0,0,18,17
00010805_049.png,Cardiomegaly,93,94,56,110
00010805_049.png,Effusion,83,74,102,110
00010805_049.png,Infiltrate,86,98,85,105
00010805_049.png,Mass,48,80,108,124
00010805_049.png,Nodule,79,98,84,91
00010805_049.png,Pneumonia,91,113,51,80
00010805_049.png,Pneumothorax,96,116,88,91
00010815_006.png,Atelectasis,50,53,79,76
00010815_006.png,Cardiomegaly,45,60,78,69
00010815_006.png,Effusion,55,59,72,66
00010815_006.png,Infiltrate,50,53,72,72
00010815_006.png,Mass,45,56,80,73
00010815_006.png,Nodule,46,55,90,77
00010815_006.png,Pneumonia,43,60,77,70
00010815_006.png,Pneumothorax,44,56,78,71
00010828_023.png,Atelectasis,78,64,103,93
00010828_023.png,Cardiomegaly,86,60,79,96
00010828_023.png,Effusion,110,96,78,72
00010828_023.png,Infiltrate,73,58,100,97
00010828_023.png,Mass,104,97,77,67
00010828_023.png,Nodule,58,48,115,109
00010828_023.png,Pneumonia,71,58,110,96
00010828_023.png,Pneumothorax,72,61,106,93
00010828_039.png,Atelectasis,63,56,161,94
00010828_039.png,Cardiomegaly,131,67,93,98
00010828_039.png,Effusion,142,99,82,66
00010828_039.png,Infiltrate,63,50,136,101
00010828_039.png,Mass,57,70,167,93
00010828_039.png,Nodule,54,53,146,96
00010828_039.png,Pneumonia,68,66,156,87
00010828_039.png,Pneumothorax,59,56,114,81
00010936_011.png,Atelectasis,62,0,162,152
00010936_011.png,Cardiomegaly,129,109,95,87
00010936_011.png,Effusion,55,39,169,92
00010936_011.png,Infiltrate,61,0,121,163
00010936_011.png,Mass,52,54,172,170
00010936_011.png,Nodule,59,32,118,126
00010936_011.png,Pneumonia,46,73,142,108
00010936_011.png,Pneumothorax,48,27,108,105
00010936_016.png,Atelectasis,36,64,83,92
00010936_016.png,Cardiomegaly,32,64,85,89
00010936_016.png,Effusion,37,66,82,90
00010936_016.png,Infiltrate,37,50,84,96
00010936_016.png,Mass,35,56,81,92
00010936_016.png,Nodule,39,55,82,89
00010936_016.png,Pneumonia,33,64,82,89
00010936_016.png,Pneumothorax,33,61,82,88
00010959_010.png,Atelectasis,37,70,152,134
00010959_010.png,Cardiomegaly,34,78,190,128
00010959_010.png,Effusion,37,106,93,75
00010959_010.png,Infiltrate,46,58,80,73
00010959_010.png,Mass,43,80,181,93
00010959_010.png,Nodule,47,70,177,94
00010959_010.png,Pneumonia,37,69,83,86
00010959_010.png,Pneumothorax,41,55,81,71
00011023_004.png,Atelectasis,68,37,103,100
00011023_004.png,Cardiomegaly,93,65,76,86
00011023_004.png,Effusion,77,40,103,95
00011023_004.png,Infiltrate,70,0,96,113
00011023_004.png,Mass,0,0,26,26
00011023_004.png,Nodule,74,0,125,125
00011023_004.png,Pneumonia,0,0,21,21
00011023_004.png,Pneumothorax,0,0,27,26
00011124_000.png,Atelectasis,0,0,17,17
00011124_000.png,Cardiomegaly,111,132,89,67
00011124_000.png,Effusion,64,38,116,69
00011124_000.png,Infiltrate,0,34,224,190
00011124_000.png,Mass,55,41,93,91
00011124_000.png,Nodule,55,53,103,93
00011124_000.png,Pneumonia,33,70,174,133
00011124_000.png,Pneumothorax,60,23,138,167
00011136_002.png,Atelectasis,99,72,91,76
00011136_002.png,Cardiomegaly,68,62,74,78
00011136_002.png,Effusion,103,86,96,112
00011136_002.png,Infiltrate,0,0,19,19
00011136_002.png,Mass,0,0,23,23
00011136_002.png,Nodule,104,63,103,94
00011136_002.png,Pneumonia,0,0,23,23
00011136_002.png,Pneumothorax,128,70,96,74
00011151_004.png,Atelectasis,0,0,25,24
00011151_004.png,Cardiomegaly,0,0,27,26
00011151_004.png,Effusion,0,0,20,20
00011151_004.png,Infiltrate,0,0,27,26
00011151_004.png,Mass,47,86,103,80
00011151_004.png,Nodule,57,87,84,70
00011151_004.png,Pneumonia,0,0,25,25
00011151_004.png,Pneumothorax,0,0,22,21
00011157_001.png,Atelectasis,0,0,27,26
00011157_001.png,Cardiomegaly,0,0,27,26
00011157_001.png,Effusion,169,106,15,11
00011157_001.png,Infiltrate,39,204,68,20
00011157_001.png,Mass,37,73,187,100
00011157_001.png,Nodule,41,71,183,87
00011157_001.png,Pneumonia,0,0,26,26
00011157_001.png,Pneumothorax,0,0,27,26
00011237_006.png,Atelectasis,50,34,86,87
00011237_006.png,Cardiomegaly,0,0,19,18
00011237_006.png,Effusion,50,44,84,99
00011237_006.png,Infiltrate,52,43,71,74
00011237_006.png,Mass,39,41,98,89
00011237_006.png,Nodule,47,29,90,88
00011237_006.png,Pneumonia,40,37,89,87
00011237_006.png,Pneumothorax,55,31,78,82
00011237_094.png,Atelectasis,46,0,130,135
00011237_094.png,Cardiomegaly,45,0,126,150
00011237_094.png,Effusion,39,61,88,96
00011237_094.png,Infiltrate,52,0,146,124
00011237_094.png,Mass,39,56,97,93
00011237_094.png,Nodule,47,0,150,130
00011237_094.png,Pneumonia,41,0,183,137
00011237_094.png,Pneumothorax,61,0,115,120
00011263_004.png,Atelectasis,62,33,86,96
00011263_004.png,Cardiomegaly,90,70,88,100
00011263_004.png,Effusion,71,53,78,86
00011263_004.png,Infiltrate,37,46,105,109
00011263_004.png,Mass,39,64,144,119
00011263_004.png,Nodule,38,50,116,100
00011263_004.png,Pneumonia,35,52,103,111
00011263_004.png,Pneumothorax,35,58,105,98
00011269_018.png,Atelectasis,68,56,128,70
00011269_018.png,Cardiomegaly,76,44,109,82
00011269_018.png,Effusion,70,75,118,68
00011269_018.png,Infiltrate,114,51,73,70
00011269_018.png,Mass,47,33,135,92
00011269_018.png,Nodule,45,42,103,71
00011269_018.png,Pneumonia,114,60,77,69
00011269_018.png,Pneumothorax,74,54,150,92
00011269_019.png,Atelectasis,137,68,87,80
00011269_019.png,Cardiomegaly,138,76,86,71
00011269_019.png,Effusion,122,79,76,66
00011269_019.png,Infiltrate,140,71,84,64
00011269_019.png,Mass,117,67,85,64
00011269_019.png,Nodule,58,45,166,95
00011269_019.png,Pneumonia,134,70,90,79
00011269_019.png,Pneumothorax,137,67,87,87
00011291_003.png,Atelectasis,41,35,92,118
00011291_003.png,Cardiomegaly,69,58,97,109
00011291_003.png,Effusion,0,0,21,21
00011291_003.png,Infiltrate,51,0,137,140
00011291_003.png,Mass,133,33,91,85
00011291_003.png,Nodule,61,47,163,99
00011291_003.png,Pneumonia,0,0,18,18
00011291_003.png,Pneumothorax,0,0,26,26
00011322_002.png,Atelectasis,0,0,23,22
00011322_002.png,Cardiomegaly,97,77,74,78
00011322_002.png,Effusion,100,70,65,80
00011322_002.png,Infiltrate,0,0,22,21
00011322_002.png,Mass,0,0,17,17
00011322_002.png,Nodule,66,52,100,86
00011322_002.png,Pneumonia,81,73,85,72
00011322_002.png,Pneumothorax,0,0,26,25
00011322_006.png,Atelectasis,88,66,83,83
00011322_006.png,Cardiomegaly,90,82,77,78
00011322_006.png,Effusion,91,80,74,84
00011322_006.png,Infiltrate,80,75,72,67
00011322_006.png,Mass,88,93,96,78
00011322_006.png,Nodule,80,81,81,65
00011322_006.png,Pneumonia,81,79,75,70
00011322_006.png,Pneumothorax,88,84,77,63
00011355_011.png,Atelectasis,61,0,163,100
00011355_011.png,Cardiomegaly,160,153,64,71
00011355_011.png,Effusion,0,157,93,67
00011355_011.png,Infiltrate,159,0,65,70
00011355_011.png,Mass,115,0,93,101
00011355_011.png,Nodule,57,0,167,112
00011355_011.png,Pneumonia,37,0,187,224
00011355_011.png,Pneumothorax,52,0,172,99
00011355_027.png,Atelectasis,164,43,20,17
00011355_027.png,Cardiomegaly,111,0,113,111
00011355_027.png,Effusion,77,32,147,89
00011355_027.png,Infiltrate,55,17,169,140
00011355_027.png,Mass,126,0,98,104
00011355_027.png,Nodule,73,28,151,105
00011355_027.png,Pneumonia,0,0,25,25
00011355_027.png,Pneumothorax,68,0,156,131
00011366_002.png,Atelectasis,0,0,17,17
00011366_002.png,Cardiomegaly,107,82,117,99
00011366_002.png,Effusion,70,40,154,138
00011366_002.png,Infiltrate,65,0,159,187
00011366_002.png,Mass,43,107,91,84
00011366_002.png,Nodule,61,85,163,97
00011366_002.png,Pneumonia,40,78,184,129
00011366_002.png,Pneumothorax,0,0,25,24
00011402_007.png,Atelectasis,75,0,149,158
00011402_007.png,Cardiomegaly,70,72,78,90
00011402_007.png,Effusion,93,102,87,71
00011402_007.png,Infiltrate,67,0,157,162
00011402_007.png,Mass,110,47,5,14
00011402_007.png,Nodule,68,0,156,156
00011402_007.png,Pneumonia,79,0,145,157
00011402_007.png,Pneumothorax,84,0,140,158
00011450_000.png,Atelectasis,153,56,71,64
00011450_000.png,Cardiomegaly,157,59,67,77
00011450_000.png,Effusion,135,55,89,67
00011450_000.png,Infiltrate,140,55,84,94
00011450_000.png,Mass,138,62,86,88
00011450_000.png,Nodule,129,55,95,90
00011450_000.png,Pneumonia,145,60,79,96
00011450_000.png,Pneumothorax,136,51,88,60
00011463_002.png,Atelectasis,75,38,119,136
00011463_002.png,Cardiomegaly,89,102,80,82
00011463_002.png,Effusion,93,94,73,93
00011463_002.png,Infiltrate,70,35,102,135
00011463_002.png,Mass,98,111,77,85
00011463_002.png,Nodule,88,89,79,90
00011463_002.png,Pneumonia,86,62,80,116
00011463_002.png,Pneumothorax,90,101,79,82
00011502_001.png,Atelectasis,65,42,102,89
00011502_001.png,Cardiomegaly,108,64,72,85
00011502_001.png,Effusion,92,61,82,98
00011502_001.png,Infiltrate,68,37,103,96
00011502_001.png,Mass,115,72,80,86
00011502_001.png,Nodule,78,52,96,83
00011502_001.png,Pneumonia,72,49,100,90
00011502_001.png,Pneumothorax,102,59,79,86
00011514_015.png,Atelectasis,95,57,97,86
00011514_015.png,Cardiomegaly,88,59,77,87
00011514_015.png,Effusion,102,63,79,81
00011514_015.png,Infiltrate,0,0,17,17
00011514_015.png,Mass,0,0,24,24
00011514_015.png,Nodule,0,0,17,17
00011514_015.png,Pneumonia,0,0,18,18
00011514_015.png,Pneumothorax,0,0,27,26
00011557_003.png,Atelectasis,69,63,96,94
00011557_003.png,Cardiomegaly,89,86,84,90
00011557_003.png,Effusion,88,71,79,89
00011557_003.png,Infiltrate,68,56,95,97
00011557_003.png,Mass,99,98,78,82
00011557_003.png,Nodule,79,69,89,89
00011557_003.png,Pneumonia,48,64,116,96
00011557_003.png,Pneumothorax,90,77,88,99
00011576_000.png,Atelectasis,64,46,114,90
00011576_000.png,Cardiomegaly,68,59,70,88
00011576_000.png,Effusion,68,41,156,183
00011576_000.png,Infiltrate,65,58,102,82
00011576_000.png,Mass,67,69,157,108
00011576_000.png,Nodule,58,67,149,86
00011576_000.png,Pneumonia,42,69,182,112
00011576_000.png,Pneumothorax,104,63,120,117
00011583_000.png,Atelectasis,108,67,116,90
00011583_000.png,Cardiomegaly,105,87,78,81
00011583_000.png,Effusion,98,72,84,103
00011583_000.png,Infiltrate,39,56,143,113
00011583_000.png,Mass,95,96,107,93
00011583_000.png,Nodule,41,70,127,76
00011583_000.png,Pneumonia,38,71,155,94
00011583_000.png,Pneumothorax,79,52,103,100
00011814_031.png,Atelectasis,0,0,17,17
00011814_031.png,Cardiomegaly,0,0,25,23
00011814_031.png,Effusion,0,0,16,16
00011814_031.png,Infiltrate,75,0,149,191
00011814_031.png,Mass,37,44,155,94
00011814_031.png,Nodule,46,0,178,135
00011814_031.png,Pneumonia,0,0,24,23
00011814_031.png,Pneumothorax,0,0,25,24
00011827_003.png,Atelectasis,109,58,85,74
00011827_003.png,Cardiomegaly,76,48,83,78
00011827_003.png,Effusion,80,37,91,86
00011827_003.png,Infiltrate,77,21,95,102
00011827_003.png,Mass,47,46,177,95
00011827_003.png,Nodule,71,0,102,121
00011827_003.png,Pneumonia,90,42,94,88
00011827_003.png,Pneumothorax,104,58,91,101
00011831_008.png,Atelectasis,0,75,101,79
00011831_008.png,Cardiomegaly,0,82,95,72
00011831_008.png,Effusion,0,76,96,77
00011831_008.png,Infiltrate,17,70,79,81
00011831_008.png,Mass,19,80,76,72
00011831_008.png,Nodule,18,70,82,81
00011831_008.png,Pneumonia,0,80,97,73
00011831_008.png,Pneumothorax,16,69,89,83
00011831_010.png,Atelectasis,0,64,97,82
00011831_010.png,Cardiomegaly,0,68,92,77
00011831_010.png,Effusion,0,63,98,82
00011831_010.png,Infiltrate,0,59,99,85
00011831_010.png,Mass,0,58,102,86
00011831_010.png,Nodule,0,53,106,91
00011831_010.png,Pneumonia,0,64,97,82
00011831_010.png,Pneumothorax,0,51,110,91
00011832_002.png,Atelectasis,103,0,44,55
00011832_002.png,Cardiomegaly,122,110,48,90
00011832_002.png,Effusion,0,0,16,16
00011832_002.png,Infiltrate,77,0,109,68
00011832_002.png,Mass,130,104,94,92
00011832_002.png,Nodule,131,103,93,83
00011832_002.png,Pneumonia,0,0,20,20
00011832_002.png,Pneumothorax,106,0,50,58
00011857_001.png,Atelectasis,152,87,72,59
00011857_001.png,Cardiomegaly,82,59,71,71
00011857_001.png,Effusion,156,98,68,49
00011857_001.png,Infiltrate,72,46,152,86
00011857_001.png,Mass,160,92,64,61
00011857_001.png,Nodule,78,57,146,88
00011857_001.png,Pneumonia,89,65,135,85
00011857_001.png,Pneumothorax,151,85,73,62
00011925_072.png,Atelectasis,0,0,19,19
00011925_072.png,Cardiomegaly,123,0,46,57
00011925_072.png,Effusion,57,134,79,67
00011925_072.png,Infiltrate,80,0,108,86
00011925_072.png,Mass,66,63,87,84
00011925_072.png,Nodule,73,0,98,164
00011925_072.png,Pneumonia,0,0,26,26
00011925_072.png,Pneumothorax,71,0,112,133
00011925_076.png,Atelectasis,92,0,132,96
00011925_076.png,Cardiomegaly,0,0,20,19
00011925_076.png,Effusion,92,0,132,120
00011925_076.png,Infiltrate,96,0,128,93
00011925_076.png,Mass,32,28,79,72
00011925_076.png,Nodule,47,0,177,108
00011925_076.png,Pneumonia,0,0,19,18
00011925_076.png,Pneumothorax,0,0,29,25
00011925_077.png,Atelectasis,73,0,124,143
00011925_077.png,Cardiomegaly,102,91,67,82
00011925_077.png,Effusion,77,0,103,64
00011925_077.png,Infiltrate,75,0,106,77
00011925_077.png,Mass,46,48,104,103
00011925_077.png,Nodule,47,0,143,165
00011925_077.png,Pneumonia,0,0,23,22
00011925_077.png,Pneumothorax,76,0,101,114
00012021_054.png,Atelectasis,0,0,22,21
00012021_054.png,Cardiomegaly,0,0,18,18
00012021_054.png,Effusion,33,48,154,125
00012021_054.png,Infiltrate,71,26,153,146
00012021_054.png,Mass,0,0,21,21
00012021_054.png,Nodule,74,35,150,98
00012021_054.png,Pneumonia,0,0,18,18
00012021_054.png,Pneumothorax,0,0,27,26
00012021_081.png,Atelectasis,0,0,24,24
00012021_081.png,Cardiomegaly,94,35,77,89
00012021_081.png,Effusion,0,0,17,17
00012021_081.png,Infiltrate,0,0,18,18
00012021_081.png,Mass,0,0,26,26
00012021_081.png,Nodule,67,0,157,113
00012021_081.png,Pneumonia,0,0,25,25
00012021_081.png,Pneumothorax,0,0,27,26
00012045_005.png,Atelectasis,60,45,132,96
00012045_005.png,Cardiomegaly,87,45,84,88
00012045_005.png,Effusion,103,62,86,88
00012045_005.png,Infiltrate,89,36,92,103
00012045_005.png,Mass,119,52,105,95
00012045_005.png,Nodule,82,31,103,105
00012045_005.png,Pneumonia,91,46,95,91
00012045_005.png,Pneumothorax,32,41,158,112
00012045_009.png,Atelectasis,75,48,130,101
00012045_009.png,Cardiomegaly,0,0,24,23
00012045_009.png,Effusion,128,96,71,67
00012045_009.png,Infiltrate,0,0,23,23
00012045_009.png,Mass,0,0,23,23
00012045_009.png,Nodule,77,47,126,104
00012045_009.png,Pneumonia,0,0,21,21
00012045_009.png,Pneumothorax,0,0,23,23
00012045_019.png,Atelectasis,135,93,89,62
00012045_019.png,Cardiomegaly,74,66,150,92
00012045_019.png,Effusion,135,86,89,71
00012045_019.png,Infiltrate,65,34,159,124
00012045_019.png,Mass,53,69,171,90
00012045_019.png,Nodule,63,61,130,88
00012045_019.png,Pneumonia,119,85,105,73
00012045_019.png,Pneumothorax,93,73,131,83
00012048_007.png,Atelectasis,47,59,85,80
00012048_007.png,Cardiomegaly,43,77,74,70
00012048_007.png,Effusion,45,71,96,67
00012048_007.png,Infiltrate,44,0,137,141
00012048_007.png,Mass,43,68,82,73
00012048_007.png,Nodule,40,70,184,86
00012048_007.png,Pneumonia,0,0,21,21
00012048_007.png,Pneumothorax,40,62,91,81
00012094_006.png,Atelectasis,0,0,22,22
00012094_006.png,Cardiomegaly,0,0,18,18
00012094_006.png,Effusion,45,34,94,85
00012094_006.png,Infiltrate,0,0,19,19
00012094_006.png,Mass,73,29,151,69
00012094_006.png,Nodule,0,0,16,16
00012094_006.png,Pneumonia,0,0,21,21
00012094_006.png,Pneumothorax,0,0,27,26
00012094_011.png,Atelectasis,78,0,146,65
00012094_011.png,Cardiomegaly,0,0,18,18
00012094_011.png,Effusion,0,0,23,23
00012094_011.png,Infiltrate,42,0,182,127
00012094_011.png,Mass,0,0,21,20
00012094_011.png,Nodule,45,0,158,127
00012094_011.png,Pneumonia,36,48,98,99
00012094_011.png,Pneumothorax,0,0,17,17
00012094_040.png,Atelectasis,140,54,84,85
00012094_040.png,Cardiomegaly,140,61,84,74
00012094_040.png,Effusion,143,55,81,83
00012094_040.png,Infiltrate,142,49,82,81
00012094_040.png,Mass,139,56,85,77
00012094_040.png,Nodule,136,50,88,80
00012094_040.png,Pneumonia,139,56,85,82
00012094_040.png,Pneumothorax,136,53,88,84
00012094_047.png,Atelectasis,151,60,73,79
00012094_047.png,Cardiomegaly,151,65,73,74
00012094_047.png,Effusion,152,62,72,75
00012094_047.png,Infiltrate,153,62,71,73
00012094_047.png,Mass,151,62,73,75
00012094_047.png,Nodule,147,59,77,76
00012094_047.png,Pneumonia,149,63,75,76
00012094_047.png,Pneumothorax,144,60,80,79
00012123_001.png,Atelectasis,98,79,100,92
00012123_001.png,Cardiomegaly,88,80,90,87
00012123_001.png,Effusion,118,95,75,86
00012123_001.png,Infiltrate,132,0,17,25
00012123_001.png,Mass,0,0,20,20
00012123_001.png,Nodule,74,0,118,171
00012123_001.png,Pneumonia,106,82,89,87
00012123_001.png,Pneumothorax,0,0,25,24
00012141_013.png,Atelectasis,0,0,25,25
00012141_013.png,Cardiomegaly,77,34,98,88
00012141_013.png,Effusion,43,45,160,116
00012141_013.png,Infiltrate,73,33,117,88
00012141_013.png,Mass,0,0,24,23
00012141_013.png,Nodule,73,34,112,90
00012141_013.png,Pneumonia,73,36,117,89
00012141_013.png,Pneumothorax,0,0,26,26
00012174_000.png,Atelectasis,82,51,79,75
00012174_000.png,Cardiomegaly,105,62,71,72
00012174_000.png,Effusion,41,72,126,90
00012174_000.png,Infiltrate,87,43,72,84
00012174_000.png,Mass,97,70,75,75
00012174_000.png,Nodule,87,42,80,81
00012174_000.png,Pneumonia,81,58,85,74
00012174_000.png,Pneumothorax,109,0,12,26
00012175_008.png,Atelectasis,47,57,133,93
00012175_008.png,Cardiomegaly,92,68,76,85
00012175_008.png,Effusion,103,74,78,84
00012175_008.png,Infiltrate,70,34,97,118
00012175_008.png,Mass,115,48,109,105
00012175_008.png,Nodule,42,32,128,105
